WKT,id,universidad,nomuniversidad_c,nomuniversidad_v,centro,nomcentro_c,nomcentro_v,campus,nomcampus_c,nomcampus_v,posicion_x,posicion_y,grado,nomgrado_c,nomgrado_v,area,descarea_c,descarea_v,codprovincia_orig,codprovincia,codmunicipio_orig,codmunicipio,municipio,provincia,municipio_c,municipio_v,presencialidad_c,presencialidad_v,url_grado,url_grado_v,naturaleza_c,doblegrado_c,naturaleza_v,doblegrado_v,nomespecialidad_c,nomespecialidad_v,nomitinerario_c,nomitinerario_v,tipo,nomtipo_c,nomtipo_v
"POINT (717130 4251418)","37","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","4312044",Máster Universitario en Ciencia de Materiales por la UA,Màster Universitari en Ciència de Materials per la UA,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/ciencia-de-materiales/,https://web.ua.es/va/masteres/ciencia-de-materiales/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","38","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","4317246",Máster Universitario en Conservación de la Biodiversidad y Restauración del Medio Marino y Terrestre por la UA,Màster Universitari en Conservació de la Biodiversitat i Restauració del Medi marí i Terrestre per la UA,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/conservacion-de-la-biodiversidad-y-restauracion-del-medio-marino-y-terrestre/,https://web.ua.es/va/masteres/conservacion-de-la-biodiversidad-y-restauracion-del-medio-marino-y-terrestre/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","39","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","4313387",Máster Universitario en Electroquímica. Ciencia y Tecnología por la UA,Màster Universitari en Electroquímica. Ciència i Tecnologia per la UA,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/electroquimica-ciencia-y-tecnologia/,https://web.ua.es/va/masteres/electroquimica-ciencia-y-tecnologia/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","40","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","4312836",Máster Universitario en Gestión Pesquera Sostenible por la UA,Màster Universitari en Gestió Pesquera Sostenible per la UA,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/gestion-pesquera-sostenible/,https://web.ua.es/va/masteres/gestion-pesquera-sostenible/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","41","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","4315138",Máster Universitario en Nanociencia y Nanotecnología Molecular por la UA,Màster Universitari en Nanociència i Nanotecnologia Molecular per la UA,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/nanociencia-y-nanotecnologia-molecular/,https://web.ua.es/va/masteres/nanociencia-y-nanotecnologia-molecular/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","42","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","4314867",Máster Universitario en Optometría Avanzada y Salud Visual por la UA,Màster Universitari en Optometria Avançada i Salut Visual per la UA,"5",Ciencias de la Salud,Ciències de la Salut,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/optometria-avanzada-y-salud-visual/,https://web.ua.es/va/masteres/optometria-avanzada-y-salud-visual/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","43","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","4314699",Máster Universitario en Paleontología Aplicada por la UA,Màster Universitari en Paleontologia Aplicada per la UA,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/paleontologia-aplicada/,https://web.ua.es/va/masteres/paleontologia-aplicada/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","44","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","4312841",Máster Universitario en Química Ambiental y Sostenible por la UA,Màster Universitari en Química Ambiental i Sostenible per la UA,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/quimica-ambiental-y-sostenible/master-universitario-en-quimica-ambiental-y-sostenible.html,https://web.ua.es/va/masteres/quimica-ambiental-y-sostenible/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","45","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","4312045",Máster Universitario en Química Médica por la UA,Màster Universitari en Química Mèdica per la UA,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio semipresencial,Estudi semipresencial,https://web.ua.es/es/masteres/quimica-medica/,https://web.ua.es/va/masteres/quimica-medica/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","46","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","2502191",Grado en Biología por la Universidad de Alicante,Grau en Biologia per la Universitat d'Alacant,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-biologia/,https://web.ua.es/va/grados/grado-en-biologia/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","47","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","2502192",Grado en Ciencias del Mar por la Universidad de Alicante,Grau en Ciències del Mar per la Universitat d'Alacant,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-ciencias-del-mar/,https://web.ua.es/va/grados/grado-en-ciencias-del-mar/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","48","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","2503283",Grado en Física por la Universidad de Alicante,Grau en Física per la Universitat d'Alacant,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-fisica/,https://web.ua.es/va/grados/grado-en-fisica/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","49","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","2502194",Grado en Matemáticas por la Universidad de Alicante,Grau en Matemàtiques per la Universitat d'Alacant,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-matematicas/,https://web.ua.es/va/grados/grado-en-matematicas/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","50","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","2502193",Grado en Geología por la Universidad de Alicante,Grau en Geologia per la Universitat d'Alacant,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-geologia/,https://web.ua.es/va/grados/grado-en-geologia/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","51","001",Universitat d'Alacant,Universitat d'Alacant,"03010533",Facultad de Derecho,Facultat de Dret,"00101",Alicante,Alacant,"717130","4251418","2501429",Grado en Criminología (Presencial) por la Universidad de Alicante,Grau en Criminologia (Presencial) per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Varias modalidades,Diverses modalitats,https://web.ua.es/es/grados/grado-en-criminologia/,https://web.ua.es/va/grados/grado-en-criminologia/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","52","001",Universitat d'Alacant,Universitat d'Alacant,"03010533",Facultad de Derecho,Facultat de Dret,"00101",Alicante,Alacant,"717130","4251418","7000515",Doble Grado en Derecho y Criminología por la Universidad de Alicante,Doble Grau en Dret i Criminologia per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-decrim/,https://derecho.ua.es/va/estudios/decrim/doble-grau-en-dret-criminologia-decrim.html,Pública,Sí,Pública,Sí,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","53","001",Universitat d'Alacant,Universitat d'Alacant,"03010533",Facultad de Derecho,Facultat de Dret,"00101",Alicante,Alacant,"717130","4251418","2501430",Grado en Derecho por la Universidad de Alicante,Grau en Dret per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-derecho/,https://web.ua.es/va/grados/grado-en-derecho/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","54","001",Universitat d'Alacant,Universitat d'Alacant,"03010533",Facultad de Derecho,Facultat de Dret,"00101",Alicante,Alacant,"717130","4251418","7000157",Doble Grado en Derecho y Administración y Dirección de Empresas por la Universidad de Alicante,Doble Grau en Dret i Administració i Direcció d'Empreses per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-dade/,https://derecho.ua.es/va/estudios/dade/doble-grau-en-dret-ade-dade.html,Pública,Sí,Pública,Sí,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","55","001",Universitat d'Alacant,Universitat d'Alacant,"03010533",Facultad de Derecho,Facultat de Dret,"00101",Alicante,Alacant,"717130","4251418","7001066",Doble Grado en Derecho y Relaciones Internacionales por la Universidad de Alicante,Doble Grau en Dret i Relacions Internacionals per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-derrii/,https://derecho.ua.es/va/estudios/derrii/doble-grau-en-dret-relacions-internacionals-derrii.html,Pública,Sí,Pública,Sí,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","56","001",Universitat d'Alacant,Universitat d'Alacant,"03010533",Facultad de Derecho,Facultat de Dret,"00101",Alicante,Alacant,"717130","4251418","4313407",Máster Universitario en Abogacía y Procura por la UA,Màster Universitari en Advocacia i Procura per la UA,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/abogacia/,https://web.ua.es/va/masteres/abogacia/master-universitari-en-advocacia.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","57","001",Universitat d'Alacant,Universitat d'Alacant,"03010533",Facultad de Derecho,Facultat de Dret,"00101",Alicante,Alacant,"717130","4251418","2501429",Grado en Criminología (On-Line) por la Universidad de Alicante,Grau en Criminologia (On-line) per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio no presencial,Estudi no presencial,https://web.ua.es/es/grados/grado-en-criminologia/,https://web.ua.es/va/grados/grado-en-criminologia/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","58","001",Universitat d'Alacant,Universitat d'Alacant,"03010533",Facultad de Derecho,Facultat de Dret,"00101",Alicante,Alacant,"717130","4251418","2502424",Grado en Relaciones Laborales y Recursos Humanos por la Universidad de Alicante,Grau en Relacions Laborals i Recursos Humans per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-relaciones-laborales-y-recursos-humanos-ua/,https://web.ua.es/va/grados/grado-en-relaciones-laborales-y-recursos-humanos-ua/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","59","001",Universitat d'Alacant,Universitat d'Alacant,"03010533",Facultad de Derecho,Facultat de Dret,"00101",Alicante,Alacant,"717130","4251418","4311669",Máster Universitario en Sistema de Justicia Penal  por la UA,Màster Universitari en Sistema de Justícia Penal  per la UA,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio semipresencial,Estudi semipresencial,https://web.ua.es/es/masteres/sistema-de-justicia-penal/,https://web.ua.es/va/masteres/sistema-de-justicia-penal/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","60","001",Universitat d'Alacant,Universitat d'Alacant,"03010533",Facultad de Derecho,Facultat de Dret,"00101",Alicante,Alacant,"717130","4251418","4314937",Máster Universitario en Investigación Criminal y Ciencias Forenses por la UA,Màster Universitari en Investigació Criminal i Ciències Forenses per la UA,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/investigacion-criminal-y-ciencias-forenses/,https://web.ua.es/va/masteres/investigacion-criminal-y-ciencias-forenses/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
